qid,leader,wiki_title,article_length,cult_text,cult_evidence,hagiography_text,hagiography_evidence,birthday_text,birthday_evidence,monuments_text,monuments_evidence,titles_text,titles_evidence
Q298430,Bignone,Reynaldo Bignone,9086,0,,0,,0,,0,,0,
Q185107,Menem,Carlos Menem,38358,0,,0,,0,,0,,1,"...overed from his illness but Menem's death disrupted the plans.   == Style and legacy ==  In the early days, Menem sported an image similar to the old caudillos, such as Facundo Quiroga and Chacho Peñaloza. He groomed his sideburns in a similar style. His presidential inauguration was attended by several gau..."
Q357257,Ramon Puerta,Ramón Puerta,2062,0,,0,,0,,0,,0,
Q312358,Adolfo Rodriguez Saa,Adolfo Rodríguez Saá,11246,0,,0,,0,,0,,1,"...San Luis. The Rodriguez Saá family is well known in the Province of San Luis and can be traced to the 19th century and to descendants of the federal caudillo Juan Saá, who fought in the battle of Pavón during the Argentine Civil War. Rodríguez Saá's grandfather and namesake Adolfo Rodríguez Saá and his gre..."
Q294578,Eduardo Duhalde,Eduardo Duhalde,18719,0,,0,,0,,0,,0,
Q170899,Nestor Kirchner,Néstor Kirchner,45806,1,"...ez de Kirchner's popularity increased greatly. As a result, she won the reelection in the 2011 general elections by a landslide. The Relato K built a cult of personality around the figure of Kirchner. While in office, Cristina Fernández de Kirchner avoided referring to him by name, and talked instead about ""He"" or ""Hi...",0,,0,,0,,0,
Q40649,Fernandez de Kirchner,Cristina Fernández de Kirchner,53468,0,,0,,0,,0,,0,
Q561837,Mauricio Macri,Mauricio Macri,49238,0,,0,,0,,0,,0,
Q879007,Berreta,Tomás Berreta,1805,0,,0,,0,,0,,0,
Q728925,Batlle Berres,Luis Batlle Berres,42572,0,,0,,0,,0,,0,
Q2518653,Nardone,Benito Nardone,1170,0,,0,,0,,0,,0,
Q367083,Pacheco Areco,Jorge Pacheco Areco,4293,0,,0,,0,,0,,0,
Q15147,Jorge Batlle,Jorge Batlle,7300,0,,0,,0,,0,,0,
Q9099,Tabare Vazquez,Tabaré Vázquez,11023,0,,0,,0,,0,,0,
Q9094,Jose Mujica,José Mujica,25246,0,,0,,0,,0,,0,
Q129006,Atlee,Clement Attlee,81834,0,,1,"...he was not much focused on economic policy, letting others handle the issues.   ==== Nationalisation ==== Attlee's government also carried out their manifesto commitment for nationalisation of basic industries and public utilities. The Bank of England and civil aviation were nationalised in 1946. Coal minin... | ...g unemployed ex-servicemen.  In 1920, while mayor, he wrote his first book, The Social Worker, which set out many of the principles that informed his political philosophy and that ",0,,0,,1,"...vain and incompetent, and of whom he later wrote scathingly in his autobiography. He would write:  In the old days I had looked up to MacDonald as a great leader. He had a fine presence and great oratorical power. The unpopular line which he took during the First World War seemed to mark him as a man of charac..."
Q8016,Churchill,Winston Churchill,99526,0,,1,"...il 1955. Eden was restored to Foreign Affairs. Future prime minister Harold Macmillan was appointed Minister of Housing and Local Government with a manifesto commitment to build 300,000 new houses per year, Churchill's only real domestic concern. He achieved the target and, in 1954, was promoted to Minister...",0,,1,"...and from there by a special train to the family plot at St Martin's Church, Bladon. Worldwide, numerous memorials have been dedicated to Churchill. His statue in Parliament Square was unveiled by his widow Clementine in 1973 and is one of only twelve in the square. Elsewhere in London, the Cabinet War Rooms h...",1,"...eting Roosevelt at the third Washington Conference in May and the first Quebec Conference in August. In November, Churchill and Roosevelt met Chinese Generalissimo Chiang Kai-shek at the Cairo Conference. The most important conference of the year was 28 November to 1 December at Tehran, where Churchill and Roose..."
Q128995,Eden,Anthony Eden,77829,0,,0,,0,,1,"...ret Thatcher government until his death from AIDS at the age of 54.   == Legacy ==  Eden liked to portray himself as well-mannered and well-groomed. This image gave him huge popular support throughout his political life, but some contemporaries felt he was merely a superficial person lacking any deeper convi...",0,
Q128985,MacMillan,Harold Macmillan,103136,0,,1,"...s Group, to which Macmillan had belonged, was wound up in November 1937. His book The Middle Way appeared in June 1938, advocating a broadly centrist political philosophy both domestically and internationally. Macmillan took control of the magazine New Outlook and made sure it published political tracts rather than pur...",0,,1,"...nder-Secretary (1942) ===  Macmillan was appointed Under-Secretary of State for the Colonies in 1942, in his own words ""leaving a madhouse to enter a mausoleum"". Though a junior minister he was a member of the Privy Council, and he spoke in the House of Commons for Colonial Secretaries Lord Moyne and Lord Cr...",1,"...eral Noel Mason-MacFarlane). He continued to be British Minister Resident at Allied Headquarters and British political adviser to ""Jumbo"" Wilson, now Supreme Commander, Mediterranean. On 10 November 1944 he was appointed Acting President of the Allied Commission (the Supreme Commander being President). Macmillan vis..."
Q128956,Wilson,Harold Wilson,82534,0,,1,"...evising a position that both sides of the party could agree on, opposing the terms negotiated by Heath but not membership in principle. Labour's 1974 manifesto included a pledge to renegotiate terms for Britain's membership and then hold a referendum on whether to stay in the EEC on the new terms. This was a...",0,,1,"...y in the early stages of dementia.   == Legacy ==   === Political style === Wilson regarded himself as a ""man of the people"" and did much to promote this image, contrasting himself with the stereotypical aristocratic conservatives and other statesmen who had preceded him, as an example of social mobility. He...",0,
Q128967,Heath,Edward Heath,70269,0,,0,,0,,0,,0,
Q9576,Callaghan,James Callaghan,54528,0,,1,"...new capital gains tax, actions which most economists deemed necessary to take the heat out of the balance and sterling deficit. In line with Labour's manifesto commitments, the budget also contained social measures to increase the state pension and the widows pension; measures which were disliked by the City...",0,,0,,0,
Q7416,Thatcher,Margaret Thatcher,81668,0,,1,"...f economic policies intended to reverse high inflation and Britain's struggles in the wake of the Winter of Discontent and an oncoming recession. Her political philosophy and economic policies emphasized greater individual liberty, the privatisation of state-owned companies, and reducing the power and influence of trad...",0,,0,,0,
Q9559,Major,John Major,64064,0,,0,,0,,0,,0,
Q9545,Blair,Tony Blair,69301,0,,1,"...at the 1997 general election, ending eighteen years of Conservative Party government, with the heaviest Conservative defeat since 1906. In 1996, the manifesto New Labour, New Life for Britain was published, which set out the party's new ""Third Way"" centrist approach to policy, and was presented as the brand...",0,,0,,0,
Q381690,Costello,John A. Costello,14885,0,,0,,0,,0,,0,
Q381681,Lynch,Jack Lynch,37049,0,,1,"...rge parliamentary majority and the search for a new leader, when party discipline began to break down.   === The economy ===  In the party's election manifesto in 1977 Fianna Fáil promised a whole range of new economic measures. These measures included the abolition of car tax, rates on houses and a number o...",0,,1,"...der the river Lee was named by Cork Corporation in his honour. A plaque was also erected at his childhood home in the Blackpool area of Cork, where a statue of him on a bench was erected after his death. On 20 October 1999, Lynch died in the Royal Hospital, Donnybrook, Dublin at the age of 82. He was honoured wi...",0,
Q333735,Haughey,Charles Haughey,64606,0,,1,"...ed the 1977 general election with a detailed slate of promises to cut tax and increase spending. According to Frank Dunlop, Haughey's reaction to the manifesto was to mutter ""oh dear, oh dear"", but, accompanied by the most professional campaign yet seen in Irish politics, it returned the party to power with...",0,,1,"...re always uncontroversial and he did not criticise the leadership. He engaged in fundraising for the Central Remedial Clinic in an attempt to improve his image. In 1972, Haughey began a long-term love affair with the gossip columnist Terry Keane, the wife of a senior judge, and in 1974, he bought Inishvickil...",0,
Q1425313,Fitzgerald,Garret FitzGerald,23075,0,,0,,0,,0,,0,
Q735519,Beel,Louis Beel,15651,0,,0,,0,,0,,0,
Q12769,Drees,Willem Drees,33326,0,,0,,0,,0,,0,
Q781813,de Quay,Jan de Quay,7414,0,,0,,0,,0,,0,
Q719701,Marijnen,Victor Marijnen,4973,0,,0,,0,,0,,0,
Q736026,Cals,Jo Cals,7199,0,,0,,0,,0,,0,
Q380970,Zijlstra,Jelle Zijlstra,7097,0,,0,,0,,0,,0,
Q345481,De Jong,Piet de Jong,17773,0,,0,,0,,0,,0,
Q471204,Biesheuvel,Barend Biesheuvel,6783,0,,0,,0,,0,,0,
Q318320,den Uyl,Joop den Uyl,20798,0,,0,,0,,0,,0,
Q318334,van Agt,Dries van Agt,9095,0,,0,,0,,0,,0,
Q159840,Lubbers,Ruud Lubbers,16397,0,,0,,0,,0,,0,
Q221411,Kok,Wim Kok,23251,0,,0,,0,,0,,0,
Q133386,Jan Peter Balkenende,Jan Peter Balkenende,13553,0,,0,,0,,0,,0,
Q57792,M. Rutte,Mark Rutte,25177,0,,0,,0,,0,,0,
Q313809,Martens,Wilfried Martens,6359,0,,0,,0,,0,,0,
Q349477,"Eyskens, M.",Mark Eyskens,3128,0,,0,,0,,0,,0,
Q950958,Charles Michel,Charles Michel,13059,0,,0,,0,,0,,0,
Q945927,Dupong,Pierre Dupong,2385,0,,0,,0,,0,,0,
Q315685,Bech,Joseph Bech,3822,0,,0,,0,,0,,0,
Q706106,Frieden,Pierre Frieden,1407,0,,0,,0,,0,,0,
Q315661,Werner,Pierre Werner,6986,0,,0,,0,,0,,0,
Q295128,Thorn G.,Gaston Thorn,4889,0,,0,,0,,0,,0,
Q39659,Santer,Jacques Santer,5579,0,,0,,0,,0,,0,
Q561213,Xavier Bettel,Xavier Bettel,9571,0,,1,...BT heads of state and government List of the first LGBT holders of political offices   == References ==   == External links ==  Luxembourg government official biography...,0,,0,,0,
Q312026,Bidault,Georges Bidault,10323,0,,0,,0,,0,,0,
Q328235,Ramadier,Paul Ramadier,3894,0,,0,,0,,0,,0,
Q15981,Schuman,Robert Schuman,18798,0,,1,"...ng from 1896 to 1903 was at Athénée de Luxembourg, followed in 1904 by the Kaiserliches Lyceum in Metz. From 1904 to 1910, he studied law, economics, political philosophy, theology and statistics at the Universities of Berlin, Munich, Bonn and Strasbourg, and received a law degree with the highest distinction from Stra...",0,,1,"...d has a monument to Schuman outside, as well as key European Parliament buildings. In the nearby Cinquantenaire Park, there is a bust of Schuman as a memorial to him. The European Parliament awards the Robert Schuman Scholarship for university graduates to complete a traineeship within the European Parliament and...",0,
Q455655,Queuille,Henri Queuille,8157,0,,0,,0,,0,,0,
Q327013,Faure,Edgar Faure,9139,0,,0,,0,,0,,0,
Q356724,Pinay,Antoine Pinay,5161,0,,0,,0,,0,,0,
Q328240,Laniel,Joseph Laniel,2581,0,,0,,0,,0,,0,
Q314006,Mollet,Guy Mollet,15619,0,,0,,0,,0,,0,
Q328504,Pflimin,Pierre Pflimlin,3714,0,,0,,0,,0,,0,
Q2042,De Gaulle,Charles de Gaulle,98969,0,,1,"...eptember. Encouraged, de Gaulle traveled to Brazzaville in October, where he announced the formation of an Empire Defense Council in his ""Brazzaville Manifesto"", and invited all colonies still supporting Vichy to join him and the Free French forces in the fight against Germany, which most of them did by 1943...",0,,0,,1,"...isiting head of state. De Gaulle successfully lobbied for Paris to be made a priority for liberation on humanitarian grounds and obtained from Allied supreme commander General Dwight D. Eisenhower an agreement that French troops would be allowed to enter the capital first. A few days later, General Leclerc's divisio..."
Q12950,Poher,Alain Poher,6919,0,,0,,0,,0,,0,
Q2185,Pompidou,Georges Pompidou,12579,0,,0,,0,,0,,0,
Q2105,Chirac,Jacques Chirac,53313,0,,0,,0,,0,,1,"...the Palace's garage. He hired 145 extra employees – the total number of people he employed simultaneously was 963.   ==== Defence policy ==== As the Supreme Commander of the French armed forces, he reduced the military budget, as did his predecessor. At the end of his first term, it accounted for three per cent of..."
Q157,Hollande,François Hollande,28600,0,,1,"...and the regulation of finance, both of which he promised to make a key part of his campaign. On 26 January, he outlined a full list of policies in a manifesto containing 60 propositions, including the separation of retail activities from riskier investment-banking businesses; raising taxes on big corporatio...",0,,0,,0,
Q115442,Doris Leuthard,Doris Leuthard,4192,0,,0,,0,,0,,0,
Q122991,Simonetta Sommaruga,Simonetta Sommaruga,4652,0,,0,,0,,0,,0,
Q19943,Juan Carlos,Juan Carlos I,43177,0,,0,,0,,0,,0,
Q365172,Arias Navarro,Carlos Arias Navarro,4741,0,,0,,0,,0,,0,
Q310870,Caetano,Marcelo Caetano,14135,0,,0,,0,,0,,0,
Q5054729,Cavaco Silva,Cavaco Silva's Cabinets (1985–1995),2909,0,,0,,0,,0,,0,
Q2492,Adenauer,Konrad Adenauer,54064,0,,0,,0,,1,"...elieved Macmillan to be a spineless ""appeaser"", who had made a secret deal with Khrushchev at the expense of the Federal Republic. Adenauer tarnished his image when he announced he would run for the office of federal president in 1959, only to pull out when he discovered that he did not have political backin...",0,
Q2496,Erhard,Ludwig Erhard,15978,0,,0,,0,,0,,0,
Q2512,Kiesinger,Kurt Georg Kiesinger,35196,0,,0,,0,,0,,0,
Q2514,Brandt,Willy Brandt,77283,0,,1,"...== Honours ==   === Foreign honours ===  Malaysia : Honorary Grand Commander of the Order of Loyalty to the Crown of Malaysia (S.S.M.) (1969)   == Selected works == 1960 Mein Weg nach Berlin (My Path to Berlin), autobiography written with Leo Lania 1966 Draußen. Schriften während der Emigration. (Outside: Writ... | ...Links-Verlag, Berlin 2010, ISBN 978-3-86153-568-3.   == External links ==  The Federal Chancellor Willy Brandt Foundation Willy-Brandt-Forum in Unkel Official Biography of Willy",0,,0,,0,
Q2516,Schmidt,Helmut Schmidt,49828,0,,0,,0,,0,,0,
Q2518,Kohl,Helmut Kohl,53516,0,,0,,0,,0,,0,
Q65917,Wilhelm Pieck,Wilhelm Pieck,9857,0,,0,,0,,0,,0,
Q2628,Ulbricht,Walter Ulbricht,32643,1,"...vidence has been collected that proves the repressive, undemocratic, illiberal, nonpluralistic character of the GDR regime and its ruling party.   == Cult of personality == With his below-average height of 165 centimetres (5 feet 5 inches), his high-pitched voice, which may have come into being as a result of a larynx... | ...published and a stamp with his image was not publicised either. On other dates, the official East German propaganda followed the standards set by the personality cults o",1,"...ng a cult of personality around himself, with an elaborate jubilee planned for his 60th birthday on 30 June 1953, which Ulbricht later cancelled. The propaganda film Baumeister des Sozialismus – Walter Ulbricht, was not screened until the fall of the GDR. On the occasion of his 70th birthday on 30 June 1963, the E...",0,,1,"...gerous in the city. The captain almost always led the riot squads that broke up illegal rallies of the Communist Party."" In 1934, the Nazi government erected a memorial to Anlauf and Lenck at the square where they were killed, then renamed Horst-Wessel-Platz after a Nazi martyr. In 1950 the socialist German governmen... | ...nd Legal Sciences. The East German Postal Office replaced its stamp series of the deceased president Pieck with one bearing the portrait of Ulbricht. His images were hung",0,
Q2607,Honecker,Erich Honecker,42736,0,,0,,0,,0,,0,
Q2602,Krenz,Egon Krenz,14475,0,,0,,0,,0,,0,
Q545740,Ochab,Edward Ochab,29051,0,,0,,0,,0,,0,
Q312185,Gierek,Edward Gierek,21183,0,,0,,0,,0,,0,
Q55834,Jaruzelski,Wojciech Jaruzelski,25345,0,,0,,0,,0,,1,"...as pointed out that no documents support Jaruzelski's claim. At a press conference in September of that same year, however, former Warsaw Pact forces supreme commander Viktor Kulikov denied that the Soviet Union had either threatened or intended to intervene. Historical evidence released under Boris Yeltsin's presid..."
